_id,cdliNumber,bmIdNumber,accession,genre,fincke,publicationPlace,joins,subcollection,description,length,width,thickness,collection,script,date,folio,register,transliteration,notes
"BM.51070","","360146","1882,0323.2066","","","","","","Clay tablet; fragment; HAR.ra = Hubullu VIIA; Late Babylonian.","5,39","5,08","","Sippar","","","WGL 10132 ₤ WGL 10231","","",""
"BM.51098","","360119","1882,0323.2094","","","","","","Clay tablet; fragment; prayer(?); Late Babylonian.","6,35","6,03","","Sippar","","","WGL 09949","","",""
"BM.51213","","360005","1882,0323.2209","","","","1882,0323.3313; 52279 + 1882,0323.4372; 53337 + 1885,1127.11; 78074","","Clay tablet; fragment; Late Babylonian.","3,49","5,39","","Sippar","","","WGL 09943","","",""
"BM.51219","","277944","1882,0323.2215","","","","1882,0323.3797; 52763","","Clay tablet; fragment; ritual concerning a temple; Late Babylonian.","4,12","7,3","","Sippar","","","WGL 09943 ₤ WGL 10298-99","","",""
"BM.51220","","359999","1882,0323.2216","","","","","","Clay tablet; fragment; bilingual hymn to Marduk or Nabu; Late Babylonian.","7,3","11,43","","Sippar","","","WGL 09944 ₤ WGL 10299-300","","",""
"BM.51261","","359960","1882,0323.2295","","","","1880,0617.431; 36699","","Clay tablet; fragment; astronomical(?); Late Babylonian.","6,03","4,44","","Sippar","","","WGL 10302","","",""
"BM.51308","","359913","1882,0323.2342","","","","1882,0323.2575; 51541","","Clay tablet; fragment; lexical; Late Babylonian.","4,44","3,17","","Sippar","","","WGL 10299-300","","",""
"BM.51367","","359854","1882,0323.2401","","","","1882,0323.3642; 52608","","Clay tablet; fragment; Utukki lemnuti; Late Babylonian.","3,49","4,12","","Sippar","","","WGL 09944","","",""
"BM.51371","","359850","1882,0323.2405","","","","","","Clay tablet; fragment; literary; Late Babylonian.","5,39","4,44","","Sippar","","","WGL 09944","","",""
"BM.51402","","359819","1882,0323.2436","","","","1882,0323.2666; 51632 + 1882,0323.4131; 53097","","Clay tablet; fragment; Suilla; Late Babylonian.","5,39","6,98","","Sippar","","","WGL 09944","","",""
"BM.51433","","359788","1882,0323.2467","","","","","","Clay tablet; fragment; hemerology; Late Babylonian.","5,71","5,08","","Sippar","","","WGL 09945 ₤ WGL 10300","","",""
"BM.51460","","359761","1882,0323.2494","","","","","","Clay tablet; fragment; incantation; Late Babylonian.","10,79","5,08","","Sippar","","","WGL 09945 ₤ WGL 10300","","",""
"BM.51508","","359714","1882,0323.2542","","","","","","Clay tablet; fragment; bilingual; Late Babylonian.","4,12","4,12","","Sippar","","","WGL 10301","","",""
"BM.51587","","359635","1882,0323.2621","","","","1882,0323.3866; 52832","","Clay tablet; fragment; bilingual incantation; Late Babylonian.","5,71","5,08","","Sippar","","","WGL 10302","","",""
"BM.51591","","359631","1882,0323.2625","","","","","","Clay tablet; fragment; prayer; Late Babylonian.","6,35","3,81","","Sippar","","","WGL 10301","","",""
"BM.51606","","359616","1882,0323.2640","","","","1882,0323.2201; 51205","","Clay tablet; Late Babylonian.","5,71","5,71","","Sippar","","","WGL 10298","","",""
"BM.51632","","359590","1882,0323.2666","","","","1882,0323.2436; 51402 + 1882,0323.4131; 53097","","Clay tablet; Late Babylonian.","4,76","4,44","","Sippar","","","WGL 10300","","",""
"BM.51652","","359570","1882,0323.2686","","","","","","Clay tablet; fragment; lexical; Late Babylonian.","3,17","6,19","","Sippar","","","WGL 10302","","",""
"BM.51663","","359559","1882,0323.2697","","","","","","Clay tablet; fragment; lexical; Syllabary B(?); Late Babylonian.","2,22","7,62","","Sippar","","","WGL 10302","","",""
"BM.51726","","359496","1882,0323.2760","","","","","","Clay tablet; fragment; literary; Late Babylonian.","4,28","4,12","","Sippar","","","WGL 10301","","",""
"BM.51739","","359483","1882,0323.2773","","","","","","Clay tablet; fragment; bilingual; Late Babylonian.","2,85","3,81","","Sippar","","","WGL 10301","","",""
"BM.51899","","359324","1882,0323.2933","","","","","","Clay tablet; fragment; Sumerian.","6,35","2,85","","Sippar","","","WGL 10301","","",""
"BM.51943","","359280","1882,0323.2977","","","","","","Clay tablet; fragment; list of erib biti; Late Babylonian.","3,49","3,49","","Sippar","","","WGL 10301","","",""
"BM.52205","","359019","1882,0323.3239","","","","","","Clay tablet; fragment; bilingual incantation; Late Babylonian.","2,22","5,08","","Sippar","","","WGL 09892","","",""
"BM.52279","","358945","1882,0323.3313","","","","1882,0323.2209; 51213 + 1882,0323.4372; 53337 + 1885,1127.11; 78074","","Clay tablet; Late Babylonian.","2,85","3,81","","Sippar","","","WGL 09945","","",""
"BM.52394","","358830","1882,0323.3428","","","","","","Clay tablet; fragment; prayer to a goddess; Late Babylonian.","3,49","3,01","","Sippar","","","WGL 09945 ₤ WGL 09956 ₤ WGL 10097","","",""
"BM.52657","","358567","1882,0323.3691","","","","","","Clay tablet; fragment; prayer; Late Babylonian.","6,66","3,81","","Sippar","","","WGL 10101","","",""
"BM.53046","","358178","1882,0323.4080","","","","1882,0323.2184; 51188","","Clay tablet; Late Babylonian.","4,44","2,85","","Sippar","","","WGL 09946 ₤ WGL 09966","","",""
"BM.53305","","357918","1882,0323.4340","","","","","","Clay tablet; fragment; Late Babylonian royal(?); Late Babylonian.","5,39","3,81","","Sippar","","","WGL 09953","","",""
"BM.53335","","357888","1882,0323.4370","","","","","","Clay tablet; fragment; prayer to Tasmetum(extract?); Late Babylonian.","6,19","3,17","","Sippar","","","WGL 09946","","",""
"BM.53351","","357872","1882,0323.4386","","","","","","Clay tablet; fragment; literary; Late Babylonian.","4,76","7,3","","Sippar","","","WGL 09966","","",""
"BM.53354","","357869","1882,0323.4389","","","","1882,0323.4322; 53288","","Clay tablet; fragment; school exercise; Late Babylonian.","5,08","5,71","","Sippar","","","WGL 10106","","",""
"BM.53410","","357813","1882,0323.4446","","","","","","Clay tablet; fragment; medical(stones); Late Babylonian.","3,81","4,44","","Sippar","","","WGL 10113 ₤ WGL 10176","","",""
"BM.53417","","357806","1882,0323.4453","","","","","","Clay tablet; fragment; bilingual; Late Babylonian.","4,28","2,85","","Sippar","","","WGL 10098","","",""
"BM.53510","","357711","1882,0323.4548","","","","","","Clay tablet; fragment; literary; Late Babylonian.","3,17","3,81","","Sippar","","","WGL 09965","","",""
"BM.53613","","357608","1882,0323.4651","","","","","","Clay tablet; fragment; literary; Late Babylonian.","3,49","2,54","","Sippar","","","WGL 09968","","",""
"BM.53624","","357597","1882,0323.4662","","","","","","Clay tablet; fragment; ritual; Late Babylonian.","4,12","2,54","","Sippar","","","WGL 09964 ₤ WGL 10096","","",""
"BM.53631","","357590","1882,0323.4669","","","","","","Clay tablet; fragment; literary; Late Babylonian.","4,44","2,54","","Sippar","","","WGL 09965","","",""
"BM.53644","","357576","1882,0323.4683","","","","","","Clay tablet; fragment; school exercise; Late Babylonian.","6,5","4,12","","Sippar","","","WGL 09967","","",""
"BM.53650","","357569","1882,0323.4690","","","","","","Clay tablet; fragment; Utukki lemnuti; Late Babylonian.","6,03","3,49","","Sippar","","","WGL 10166","","",""
"BM.53662","","357557","1882,0323.4702","","","","1882,0323.4698; 53658","","Clay tablet; Late Babylonian.","5,08","4,44","","Sippar","","","WGL 09959 ₤ WGL 09965","","",""
"BM.53682","","357537","1882,0323.4722","","","","","","Clay tablet; fragment; literary; Late Babylonian.","5,39","4,12","","Sippar","","","WGL 09968","","",""
"BM.53789","","357431","1882,0323.4830","","","","","","Clay tablet; fragment; astronomical omens; Late Babylonian.","4,44","2,85","","Sippar","","","WGL 09967","","",""
"BM.53824","","357396","1882,0323.4865","","","","","","Clay tablet; fragment; topography of Babylon; Late Babylonian.","4,76","4,44","","Sippar","","","WGL 09960","","",""
"BM.53827","","357393","1882,0323.4868","","","","","","Clay tablet; fragment; Enmerkar and Adapa; Akkadian.","5,08","5,71","","Sippar","","","WGL 09950","","",""
"BM.53872","","357348","1882,0323.4913","","","","","","Clay tablet; fragment; Maqlu II; Late Babylonian.","5,39","2,22","","Sippar","","","WGL 09971","","",""
"BM.54001","","357217","1882,0323.5044","","","","","","Clay tablet; fragment; literary; Late Babylonian.","5,08","2,69","","Sippar","","","WGL 09967","","",""
"BM.54201","","356997","1882,0522.351","","","","","","Fragment of a clay tablet, lexical; Sumerian extract, Surpu II, 29 lines of inscription, Late Babylonian.","7,93","4,12","","Sippar","","","WGL 09963","","",""
"BM.54203","P349571","356995","1882,0522.353","","","AOAT 275, 387, BM 054203","","","Fragment of a clay tablet, lexical and literary extracts, HAR.ra = Hubullu X, 50 lines of inscription, Late Babylonian.","12,7","5,39","","Sippar","","","WGL 09966","","",""
"BM.54219","","356978","1882,0522.370","","","","","","Clay tablet, words and explanations, 30 lines of inscription, Late Babylonian.","4,76","6,03","","Sippar","","","WGL 09950","","",""
"BM.54303","","362027","1882,0522.455","","","","","","Fragment of a clay tablet, lexical(?), 12 lines of inscription, Late Babylonian.","4,76","6,98","","Sippar","","","WGL 10131","","",""
"BM.54311","","362019","1882,0522.463","","","","","","Fragment of a clay tablet, commentary on En el VI, literary extracts, 36 lines of inscription, Late Babylonian.","11,74","12,06","","Sippar","","","WGL 09177","","",""
"BM.54387","","355416","1882,0522.672","","","","1882,0522.601; 54331 + 1882,0522.645; 54370 + 1882,0522.657; 54379 + 1882,0522.703; 54413 + 1882,0522.720; 54430 + 1882,0522.728; 54438 + 1882,0522.755; 54461 + 1882,0522.802; 54497 + 1882,0522.818; 54509 + 1882,0522.832; 54521","","Clay cylinder, Late Babylonian.","5,39","5,08","","Sippar","","","WGL 09963","","",""
"BM.54539","P430807","355232","1882,0522.856","","","RIME 4.03.06.12Sumerian, ex. 01","","","Clay cylinder, fragment, bilingual, Old Babylonian.","4,44","5,39","","Sippar","","","WGL 09977","","",""
"BM.54569","","356940","1882,0522.889","","","","","","Fragment of a clay tablet, school exercise, Late Babylonian.","5,39","4,44","","Sippar","","","WGL 09981","","",""
"BM.54609","P349576","356900","1882,0522.929","","","AOAT 275, 396, BM 054609","","","Fragment of a clay tablet, lexical, Late Babylonian.","5,71","6,82","","Sippar","","","WGL 10100","","",""
"BM.54623","","356886","1882,0522.943","","","","","","Fragment of a clay tablet, HAR.ra = Hubullu X, literary extracts, Late Babylonian.","4,76","5,39","","Sippar","","","WGL 10131","","",""
"BM.54633","","356877","1882,0522.953","","","","1882,0522.979; 54658 + 1882,0522.1306; 54975","","Fragment of a clay tablet, prayer, Late Babylonian.","7,3","6,19","","Sippar","","","WGL 09988","","",""
"BM.54650","","356860","1882,0522.970","","","","1882,0522.976","","Fragment of a clay tablet, literary, Late Babylonian.","7,3","8,25","","Sippar","","","WGL 09668-69","","",""
"BM.54651","","356859","1882,0522.971","","","","","","Fragment of a clay tablet, Late Babylonian.","5,08","5,08","","Sippar","","","WGL 10018","","",""
"BM.54654","","356855","1882,0522.974","","","","","","Clay tablet, complete, Suilla, Late Babylonian.","6,03","7,93","","Sippar","","","WGL 09677","","",""
"BM.54658","","356850","1882,0522.979","","","","1882,0522.953; 54633 + 1882,0522.1306; 54975","","Clay tablet, Late Babylonian.","7,93","7,62","","Sippar","","","WGL 09674","","",""
"BM.54726","","356778","1882,0522.1054","","","","","","Fragment of a clay tablet, lexical and literary extracts, Late Babylonian.","7,93","3,49","","Sippar","","","WGL 09644 ₤ WGL 09981 ₤ WGL 10096","","",""
"BM.54752","P349584","356751","1882,0522.1081","","","AOAT 275, 409, BM 054752","","","Fragment of a clay tablet, Topography of Babylon, Late Babylonian.","11,43","5,08","","Sippar","","","WGL 09981","","",""
"BM.54782","P349588","356721","1882,0522.1111","","","AOAT 275, 414, BM 054782","","","Fragment of a clay tablet, lexical and literary extract, Late Babylonian.","6,98","3,49","","Sippar","","","WGL 09948","","",""
"BM.54785","","356718","1882,0522.1114","","","","","","Fragment of a clay tablet, Hulbazizi incantation, Late Babylonian.","5,39","5,71","","Sippar","","","WGL 09966","","",""
"BM.54812","","356691","1882,0522.1141","","","","","","Clay tablet; fragment, prayer, Late Babylonian.","5,08","3,01","","Sippar","","","WGL 10098 ₤ WGL 10104","","",""
"BM.54825","","356678","1882,0522.1154","","","","","","Fragment of a clay tablet, literary (incipit and colophon), Late Babylonian.","2,22","5,08","","Sippar","","","WGL 09948","","",""
"BM.54855","","356649","1882,0522.1184","","","","","","Fragment of a clay tablet, lexical, En el VI, Late Babylonian.","5,39","6,03","","Sippar","","","WGL 09948","","",""
"BM.54856","","356648","1882,0522.1185","","","","","","Fragment of a clay tablet, En el VI, Late Babylonian.","4,76","6,35","","Sippar","","","WGL 09985","","",""
"BM.54901","","356602","1882,0522.1231","","","","","","Fragment of a clay tablet, temple ritual, Late Babylonian.","6,66","3,49","","Sippar","","","WGL 10099","","",""
"BM.54930","","356573","1882,0522.1260","","","","","","Fragment of a clay tablet, Marduk's address to the demons, Late Babylonian.","7,3","2,85","","Sippar","","","WGL 09955","","",""
"BM.54961","","356542","1882,0522.1291","","","","1882,0714.3734; 59325","","Fragment of a clay tablet, incantation, ritual, Late Babylonian.","4,12","2,54","","Sippar","","","WGL 09964","","",""
"BM.54980","","356522","1882,0522.1311","","","","","","Fragment of a clay tablet, lexical and literary extract, Late Babylonian.","4,6","1,58","","Sippar","","","WGL 09967","","",""
"BM.54981","","356521","1882,0522.1312","","","","1882,0918.9263; 69265","","Fragment of a clay tablet, bilingual incantation, Late Babylonian.","3,65","3,17","","Sippar","","","WGL 10099","","",""
"BM.54983","","356519","1882,0522.1314","","","","","","Fragment of a clay tablet, literary, Late Babylonian.","3,17","3,01","","Sippar","","","WGL 09967","","",""
"BM.55087","","356415","1882,0522.1419","","","","","","Fragment of a clay tablet, prayer to Nergal, Late Babylonian.","2,22","4,6","","Sippar","","","WGL 10098","","",""
"BM.55134","","356368","1882,0522.1466","","","","","","Fragment of a clay tablet, ritual and incantation, Late Babylonian.","6,03","2,54","","Sippar","","","WGL 09944","","",""
"BM.55181","P349597","356321","1882,0522.1513","","","AOAT 275, 418, BM 055181","","","Fragment of a clay tablet, lexical and literary extracts, Late Babylonian.","3,49","3,81","","Sippar","","","WGL 09967","","",""
"BM.55200","","356302","1882,0522.1532","","","","","","Fragment of a clay tablet, literary, Late Babylonian.","4,12","2,85","","Sippar","","","WGL 09967","","",""
"BM.55209","","356293","1882,0522.1541","","","","","","Fragment of a clay tablet, school exercise, Late Babylonian.","4,44","4,12","","Sippar","","","WGL 10132","","",""
"BM.55212","","356290","1882,0522.1544","","","","","","Fragment of a clay tablet, prayer to river, Late Babylonian.","3,49","4,6","","Sippar","","","WGL 10105","","",""
"BM.55244","","356258","1882,0522.1576","","","","","","Fragment of a clay tablet, lexical, Enuma elish I, Late Babylonian.","5,08","2,38","","Sippar","","","WGL 09985","","",""
"BM.55363","","277884","1882,0522.1696","","","","","","Fragment of a clay tablet, literary, Late Babylonian.","3,49","2,85","","Sippar","","","WGL 09951 ₤ WGL 09953","","",""
"BM.55368","","356195","1882,0522.1701","","","","","","Clay cylinder, fragment, literary, Late Babylonian.","5,08","4,76","","Sippar","","","WGL 09949","","",""
"BM.55380","","277869","1882,0522.1713","","","","","","Fragment of a clay tablet, Enuma elish VI, Late Babylonian.","3,49","3,17","","Sippar","","","WGL 09948 ₤ WGL 09953","","",""
"BM.55387","","277862","1882,0522.1720","","","","","","Fragment of a clay tablet, literary, Late Babylonian.","4,12","2,54","","Sippar","","","WGL 09953 ₤ WGL 09967","","",""
"BM.55487","","356121","1882,0704.60","","","","","","Clay tablet, fragment, literary (hymn?), Late Babylonian.","5,71","5,08","","Sippar","","","WGL 09305","","",""
"BM.55491","","277806","1882,0704.65","","","","","","Clay tablet, fragment, commentary, Late Babylonian.","6,66","4,44","","Sippar","","","WGL 09238","","",""
"BM.55641","","355933","1882,0704.242","","","","","","Clay tablet, fragment, unidentified, Late Babylonian.","5,08","3,65","","Sippar","","","WGL 09794","","",""
"BM.55838","P366331","355721","1882,0714.196","","","CT 56, 016","","","Clay tablet, complete, receipt for jewellery, Late Babylonian.","2,54","3,49","","Sippar","","","WGL 10099","","",""
"BM.56310","","355003","1882,0714.682","","","","","","Clay tablet, fragment, Sumerian literary.","4,12","2,22","","Sippar","","","WGL 09648","","",""
"BM.56345","","354968","1882,0714.717","","","","","","Clay tablet, fragment, royal inscription, Late Babylonian.","3,49","3,81","","Sippar","","","WGL 09649","","",""
"BM.56617","P450508","354686","1882,0714.996.b","","","RINAP 4 Esarhaddon 112, ex. 01","1882,0714.1815","","Clay prism, annals of Esarhaddon, Late Babylonian.","3,81","5,71","","Sippar","","","WGL 10175-6","","",""
"BM.56628","P450570","354669","1882,0714.1010","","","RINAP 4 Esarhaddon x1002, ex. 01","","","Clay prism, fragment, Late Babylonian.","5,71","5,08","","Sippar","","","WGL 10177","","",""
"BM.58641","","352645","1882,0714.3050","","","","","","Clay tablet, fragment, account of garments of gods, Late Babylonian.","3,17","3,81","","Sippar","","","WGL 09628","","",""
"BM.58648","P274263","352638","1882,0714.3057","","","CT 58, 67a","","","Clay tablet, fragment, Sumerian proverbs, Old Babylonian.","2,54","4,44","","Sippar","","","WGL 09628 ₤ WGL 09926","","",""
"BM.58696","","352590","1882,0714.3105","","","","1882,0918.5506; 65520","","Clay tablet, fragment, bilingual incantation, Old Babylonian.","7,3","5,08","","Sippar","","","WGL 09631 ₤ WGL 10305","","",""
"BM.58706","","352580","1882,0714.3115","","","","","","Clay tablet, fragment, economic, Late Babylonian.","6,66","3,81","","Sippar","","","WGL 09630","","",""
"BM.58753","","352533","1882,0714.3162","","","","1882,0522.1050; 54722 + 1882,0522.1263; 54933 + 1882,0714.1818; 57408 + 1882,0714.2520; 58111 + 1882,0918.13081; 73071 + 1882,0918.13113; 73103","","Clay tablet, fragment, Sumerian laws, Old Babylonian.","4,44","3,81","","Sippar","","","WGL 09636","","",""
"BM.58755","","352531","1882,0714.3164","","","","","","Clay tablet, fragment, contract for building materials, Late Babylonian.","4,12","5,08","","Sippar","","","WGL 09636 ₤ WGL 10102","","",""
"BM.58756","","352530","1882,0714.3165","","","","","","Clay tablet, fragment, royal inscription, Late Babylonian.","5,08","5,39","","Sippar","","","WGL 09636","","",""
"BM.58769","","352517","1882,0714.3178","","","","","","Clay tablet, fragment, unidentified, Late Babylonian.","6,35","3,49","","Sippar","","","WGL 09636 ₤ WGL 10102","","",""
"BM.58779","","352507","1882,0714.3188","","","","","","Clay tablet, fragment, account of garments of gods, Late Babylonian.","4,12","4,44","","Sippar","","","WGL 09637","","",""
"BM.58918","P345754","352369","1882,0714.3327","","","","","","Clay tablet, fragment, Sumerian prayers, Old Babylonian.","4,6","6,03","","Sippar","","","WGL 09640","","",""
"BM.58948","","352339","1882,0714.3357","","","","","","Clay tablet, fragment, account of jewellery, Late Babylonian.","4,76","2,85","","Sippar","","","WGL 09640","","",""
"BM.59062","","352225","1882,0714.3471","","","","","","Clay tablet, fragment, account of tools, Late Babylonian.","3,01","3,49","","Sippar","","","WGL 09646","","",""
"BM.59114","","352173","1882,0714.3523","","","","","","Clay tablet, fragment, Sumerian literary, Old Babylonian.","2,22","5,08","","Sippar","","","WGL 09648","","",""
"BM.59115","","352172","1882,0714.3524","","","","","","Clay tablet, fragment, description of fields, Late Babylonian.","5,08","2,54","","Sippar","","","WGL 09649","","",""
"BM.59163","","352124","1882,0714.3572","","","","","","Clay tablet, fragment, ritual, Late Babylonian.","6,03","3,49","","Sippar","","","WGL 09645 ₤ WGL 09766","","",""
"BM.59185","","352102","1882,0714.3594","","","","","","Clay tablet, fragment, sale of oxen, Late Babylonian.","6,66","6,35","","Sippar","","","WGL 09657","","",""
"BM.59189","","352098","1882,0714.3598","","","","","","Clay tablet, fragment, incantation, Late Babylonian.","4,12","4,28","","Sippar","","","WGL 09657","","",""
"BM.59196","","352091","1882,0714.3605","","","","","","Clay tablet, fragment, bilingual hymn, Late Babylonian.","5,08","5,71","","Sippar","","","WGL 09645 ₤ WGL 09924","","",""
"BM.59213","","352074","1882,0714.3622","","","","","","Clay tablet, fragment, bilingual lament, Late Babylonian.","3,49","4,44","","Sippar","","","WGL 09964","","",""
"BM.59237","","352050","1882,0714.3646","","","","","","Clay tablet, fragment, commentary, Late Babylonian.","3,81","2,22","","Sippar","","","WGL 09770","","",""
"BM.59243","","352044","1882,0714.3652","","","","","","Clay tablet, fragment, Utukki Lemnuti, Late Babylonian.","5,39","4,12","","Sippar","","","WGL 09770","","",""
"BM.59244","","352043","1882,0714.3653","","","","","","Clay tablet, fragment, Sumerian literary, emesal, Late Babylonian.","3,81","2,85","","Sippar","","","WGL 09926","","",""
"BM.59323","","351964","1882,0714.3732","","","","","","Clay tablet, fragment, Sumerian, Late Babylonian.","3,81","4,12","","Sippar","","","WGL 09925","","",""
"BM.59331","","351956","1882,0714.3740","","","","","","Clay tablet, fragment, first tablet of a composition, Late Babylonian.","3,81","2,06","","Sippar","","","WGL 09770 ₤ WGL 09919","","",""
"BM.59336","","351951","1882,0714.3745","","","","","","Clay tablet, fragment, letter, Late Babylonian.","3,49","3,96","","Sippar","","","WGL 09899","","",""
"BM.59377","","351912","1882,0714.3786","","","","","","Clay tablet, fragment, fable(?), Late Babylonian.","4,76","3,81","","Sippar","","","WGL 09916","","",""
"BM.59538","P349613","351752","1882,0714.3948","","","AOAT 275, 438, BM 059538","","","Clay tablet, fragment, bilingual incantation, Late Babylonian.","4,76","3,49","","Sippar","","","WGL 09949","","",""
"BM.59607","","277800","1882,0714.4017","","","","","","Clay tablet, fragment, medical commentary, Late Babylonian.","6,5","3,81","","Sippar","","","WGL 10105","","",""
"BM.59925","","351369","1882,0714.4335","","","","1882,0522.977; 54656 + 1882,0918.1524; 61552 + 1882,0918.4495; 64515 + 1882,0918.6901; 66907 + 1882,0918.6908; 66914 + 1882,0918.14102; 74091","","Clay tablet, fragment, prayer, Late Babylonian.","2,85","5,39","","Sippar","","","WGL 09985","","",""
"BM.59928","P345758","351366","1882,0714.4338","","","","","","Clay tablet, fragment, Sumerian, Late Babylonian.","3,49","3,49","","Sippar","","","WGL 09964","","",""
"BM.59953","","351341","1882,0714.4363","","","","1882,0918.9238; 69240","","Clay tablet, fragment, prayer against an evil bird, Late Babylonian.","3,81","3,49","","Sippar","","","WGL 10103","","",""
"BM.59956","","351338","1882,0714.4366","","","","","","Clay tablet, fragment, literary, Late Babylonian.","4,76","3,49","","Sippar","","","WGL 09966","","",""
"BM.60035","","351259","1882,0714.4445","","","","","","Clay tablet, fragment, royal inscription, Late Babylonian.","12,06","5,39","","Sippar","","","WGL 09977","","",""
"BM.60165","P349619","351129","1882,0918.128","","","AOAT 275, 444, BM 060165","","","Clay tablet, fragment, school exercise, names and phrases, Late Babylonian.","16,51","13,97","","Sippar","","","WGL 10229","","",""
"BM.60188","P349627","351106","1882,0918.151","","","AOAT 275, 463, BM 060188","","","Clay tablet, fragment, school exercise, Late Babylonian.","7,93","8,57","","Sippar","","","WGL 10231","","",""
"BM.60193","","351101","1882,0918.156","","","","1882,0918.140; 60177","","Clay tablet, fragment, school exercise, Late Babylonian.","8,57","5,39","","Sippar","","","WGL 10231","","",""
"BM.60226","","351066","1882,0918.191","","","","","","Clay tablet, fragment, only chronological dates and names preserved, Late Babylonian.","5,71","3,17","","Sippar","","","WGL 10231","","",""
"BM.60794","","350478","1882,0918.770","","","","","","Clay tablet, fragment, prayer(?) to Sin, Late Babylonian.","5,72","3,81","","Sippar","","","WGL 10230 ₤ WGL 10231","","",""
"BM.60795","","350477","1882,0918.771","","","","","","Clay tablet, fragment, lexical; hubullu II, Late Babylonian.","6,67","6,03","","Sippar","","","WGL 10230 ₤ WGL 10232","","",""
"BM.61370","","349903","1882,0918.1344","","","","","","Clay tablet, fragment, school exercise; model contract, Late Babylonian.","8,89","3,18","","Sippar","","","WGL 10232","","",""
"BM.61416","","349857","1882,0918.1390","","","","1882,0918.13517; 73506","","Clay tablet, fragment, lexical, Old Babylonian.","8,26","5,72","","Sippar","","","WGL 10285","","",""
"BM.61450","","349823","1882,0918.1424","","","","","","Clay tablet, fragment, literary(?); Late Babylonian.","5,93","4,45","","Sippar","","","WGL 10048","","",""
"BM.61466","P349632","349807","1882,0918.1440","","","AOAT 275, 467, BM 061466","","","Clay tablet, complete; school exercise; Late Babylonian.","6,35","4,13","","Sippar","","","WGL 10232","","",""
"BM.61471","","349802","1882,0918.1445","","","","","","Clay tablet, fragment; incantation; Late Babylonian.","6,03","4,13","","Sippar","","","WGL 10048","","",""
"BM.61491","","349782","1882,0918.1465","","","","","","Clay tablet, fragment; lexical; Late Babylonian.","6,03","3,81","","Sippar","","","WGL 10232","","",""
"BM.61533","","349740","1882,0918.1506","","","","","","Clay tablet, fragment, incantation; Late Babylonian","6,35","4,13","","Sippar","","","WGL 10232","","",""
"BM.61634","P247848","349639","1882,0918.1606","","","Civil copies, BM 61634","","","Clay tablet; fragment; list of various things in groups of six: stone weights, cities, rivers, cuts of meat, etc; lexical; two columns; Late Babylonian.","6,99","4,45","","Sippar","","","WGL 10233","","",""
"BM.61638","","349635","1882,0918.1609","","","","","","Clay tablet; fragment; account of barley; Late Babylonian.","7,62","6,99","","Sippar","","","WGL 10256","","",""
"BM.61645","","349628","1882,0918.1616","","","","1882,0918.1916; 61947","","Clay tablet; fragment; lexical and literary excerpts; Late Babylonian.","7,62","4,13","","Sippar","","","WGL 10233 ₤ WGL 10237 ₤ WGL 10305","","",""
"BM.61648","","349625","1882,0918.1619","","","","","","Clay tablet; fragment; literary; Late Babylonian.","4,45","4,45","","Sippar","","","WGL 10233","","",""
"BM.61654","","349619","1882,0918.1625","","","","","","Clay tablet; fragment; school exercise; rev. = a saying; Late Babylonian.","6,35","7,3","","Sippar","","","WGL 10233","","",""
"BM.61835","","349438","1882,0918.1804","","","","","","Clay tablet; fragment; bilingual lament; Late Babylonian.","5,93","4,76","","Sippar","","","WGL 10233","","",""
"BM.61934","","349339","1882,0918.1903","","","","","","Clay tablet; fragment; bilingual incantation; Late Babylonian.","8,47","7,3","","Sippar","","","WGL 09771 ₤ WGL 10234","","",""
"BM.61936","","349337","1882,0918.1905","","","","","","Clay tablet; fragment; Namburbu(?); Late Babylonian.","9,21","5,93","","Sippar","","","WGL 10234","","",""
"BM.61955","","349318","1882,0918.1924","","","","","","Clay tablet; fragment; lexical; lists of rivers etc; each in groups of six; two columns; Late Babylonian.","6,03","5,08","","Sippar","","","WGL 10234","","",""
"BM.61980","","349293","1882,0918.1949","","","","","","Clay tablet; fragment; Sumerian incantation; Late Babylonian.","4,76","4,13","","Sippar","","","WGL 10234","","",""
"BM.62231","","349042","1882,0918.2200","","","","","","Clay tablet; fragment; incantation; Neo-Assyrian script.","6,03","3,39","","Sippar","","","WGL 10049","","",""
"BM.62292","","348983","1882,0918.2261","","","","","","Clay tablet; fragment; Marduk Prayer 2; Late Babylonian.","3,81","4,45","","Sippar","","","WGL 09772","","",""
"BM.62602","","348672","1882,0918.2571","","","","1882,0918.10931; 70929","","Clay tablet; fragment; concerns creation of a statue by captives in the royal storehouse of Ebabbar; Late Babylonian.","8,47","3,39","","Sippar","","","WGL 10244","","",""
"BM.62741","","348534","1882,0918.2710","","","","","","Clay tablet; fragment; commentary on Weidner god list; Late Babylonian.","7,62","6,35","","Sippar","","","WGL 09828-29 ₤ WGL 10187","","",""
"BM.62908","","348367","1882,0918.2877","","","","","","Clay tablet; fragment; royal endowment(?) reign of Marduk-Zakir-Shumi I; Late Babylonian.","10,16","7,62","","Sippar","","","WGL 10245 ₤ WGL 10247-48","","",""
"BM.62922","","348354","1882,0918.2891","","","","","","Clay tablet; fragment; bilingual; dupl. of 4R 27 No.2; Late Babylonian.","5,72","4,13","","Sippar","","","WGL 10243","","",""
"BM.62975","","348302","1882,0918.2944","","","","","","Clay tablet; fragment; rituals and incantations; Late Babylonian.","6,35","3,81","","Sippar","","","WGL 10106","","",""
